seq_id,seq_type,hydration_count_pocket_3A_mean,hydration_count_pocket_3A_std,hydration_count_pocket_3A_min,hydration_count_pocket_3A_max,hydration_count_pocket_3A_early20_mean,hydration_count_pocket_3A_late20_mean,hydration_count_pocket_3A_drift20,hydration_count_pocket_3A_slope,hydration_count_pocket_3A_slope_per_ns,hydration_count_pocket_4A_mean,hydration_count_pocket_4A_std,hydration_count_pocket_4A_min,hydration_count_pocket_4A_max,hydration_count_pocket_4A_early20_mean,hydration_count_pocket_4A_late20_mean,hydration_count_pocket_4A_drift20,hydration_count_pocket_4A_slope,hydration_count_pocket_4A_slope_per_ns,hydration_count_pocket_5A_mean,hydration_count_pocket_5A_std,hydration_count_pocket_5A_min,hydration_count_pocket_5A_max,hydration_count_pocket_5A_early20_mean,hydration_count_pocket_5A_late20_mean,hydration_count_pocket_5A_drift20,hydration_count_pocket_5A_slope,hydration_count_pocket_5A_slope_per_ns,hydration_count_pocket_6A_mean,hydration_count_pocket_6A_std,hydration_count_pocket_6A_min,hydration_count_pocket_6A_max,hydration_count_pocket_6A_early20_mean,hydration_count_pocket_6A_late20_mean,hydration_count_pocket_6A_drift20,hydration_count_pocket_6A_slope,hydration_count_pocket_6A_slope_per_ns,hydration_count_pocket_8A_mean,hydration_count_pocket_8A_std,hydration_count_pocket_8A_min,hydration_count_pocket_8A_max,hydration_count_pocket_8A_early20_mean,hydration_count_pocket_8A_late20_mean,hydration_count_pocket_8A_drift20,hydration_count_pocket_8A_slope,hydration_count_pocket_8A_slope_per_ns,n_frames
pair_3078_binder,Binder,18.221678891605542,2.8633227603996607,9.0,28.0,17.008163265306123,19.50204081632653,2.4938775510204074,3.6871052778286595,0.008019804845739335,67.00977995110024,6.278764785978374,48.0,93.0,64.4734693877551,71.41224489795918,6.938775510204081,9.923616033385635,0.021584809208016597,113.22167889160554,7.976927984281201,90.0,138.0,108.34693877551021,120.16326530612245,11.816326530612244,16.627788440862357,0.03616702216609539,170.38630806845967,9.951098442296322,140.0,204.0,164.11836734693878,179.0938775510204,14.975510204081615,21.059595581500915,0.04580662442958329,362.1466992665037,15.721226524440985,319.0,407.0,351.78367346938774,374.71836734693875,22.934693877551013,34.144142780914756,0.0742667597192273,1227
pair_3079_binder,Binder,20.69437652811736,2.7053617561233305,14.0,29.0,19.69795918367347,20.722448979591835,1.0244897959183668,1.6803835524796313,0.0036549941326365003,75.68704156479218,5.823946852121221,56.0,98.0,72.65306122448979,74.35102040816327,1.6979591836734755,1.3714549668294023,0.002983045061075367,128.2314588427058,7.428236711546295,104.0,147.0,121.87755102040816,126.80408163265307,4.926530612244903,4.474662121803394,0.009732815925619137,189.79054604726977,9.978100320697365,159.0,216.0,180.30204081632652,187.5673469387755,7.265306122448976,5.964121596330119,0.012972532020293913,389.8622656886716,15.76549115667102,341.0,431.0,374.7591836734694,384.46530612244896,9.706122448979556,6.654747019424506,0.014474708035724884,1227
pair_3080_binder,Binder,19.334963325183374,2.5727127541809587,10.0,28.0,19.783673469387754,19.26938775510204,-0.5142857142857125,0.047410463273416276,0.00010312226921895971,71.65362673186634,5.543029526654945,57.0,94.0,72.26122448979592,72.04897959183674,-0.2122448979591809,0.3980949802091378,0.0008658944648377122,118.9405052974735,6.217247147400747,98.0,139.0,119.14285714285714,120.2530612244898,1.1102040816326593,2.765679380072154,0.006015615834849711,176.01059494702525,7.907310549025861,151.0,207.0,175.86938775510205,178.44489795918366,2.57551020408161,4.960235101104622,0.010788983362924687,366.40097799511,12.240217184712742,328.0,414.0,365.6326530612245,372.0040816326531,6.371428571428567,10.559926092877681,0.022968844138940035,1227
pair_3085_binder,Binder,20.12876935615322,2.5606982610472144,13.0,28.0,20.37142857142857,20.808163265306124,0.43673469387755404,0.7457770203005666,0.0016221359876031891,71.44417277913611,5.798640050451058,54.0,90.0,71.35102040816327,74.22448979591837,2.873469387755108,2.9932543822622897,0.006510613120744518,119.73675631621842,6.711178154162042,97.0,148.0,119.89387755102041,122.4938775510204,2.5999999999999943,2.4985067257074145,0.005434489887346196,176.279543602282,8.397767999365263,150.0,203.0,176.57551020408164,177.75102040816327,1.1755102040816325,0.9661365211089252,0.0021014388713625366,369.5786471067645,12.962461021144561,333.0,413.0,368.57551020408164,368.3387755102041,-0.2367346938775654,-0.22846698470091037,-0.0004969374327371542,1227
pair_3086_binder,Binder,19.43520782396088,2.701323141943666,12.0,30.0,18.820408163265306,20.43673469387755,1.6163265306122447,2.4286374170735012,0.0052825174922751525,66.85574572127139,5.429811984289243,49.0,84.0,65.39591836734694,69.63673469387756,4.24081632653062,6.013379737661572,0.013079673165114894,111.17522412387937,6.273924174093159,94.0,129.0,109.5469387755102,114.40408163265306,4.857142857142861,7.022554414915222,0.015274724121620929,165.26976365118173,7.946320940445114,136.0,194.0,162.82448979591837,169.43673469387755,6.612244897959187,8.33066269522073,0.018119984111409953,353.75631621841893,12.064487770243693,319.0,389.0,347.55102040816325,360.0448979591837,12.493877551020432,13.255234424153615,0.028831396246119873,1227
pair_3087_binder,Binder,22.837815810920944,3.1043683692144777,14.0,33.0,20.808163265306124,22.146938775510204,1.33877551020408,2.1454329699035553,0.004666520869828285,73.88264058679707,5.710847015145682,55.0,91.0,75.21632653061225,72.93469387755103,-2.281632653061223,-0.5644417543384612,-0.0012277145281967645,122.04156479217603,7.400680611203652,95.0,150.0,126.79591836734694,120.84897959183674,-5.946938775510205,-2.2558078414819684,-0.004906596718829724,180.81825590872046,9.622731469563396,154.0,214.0,188.3673469387755,178.95102040816326,-9.416326530612253,-5.292259662480191,-0.011511168379511013,375.54360228198857,14.91236058405941,333.0,437.0,385.56326530612245,373.57142857142856,-11.99183673469389,-5.185269545964965,-0.01127845469486672,1227
pair_3088_binder,Binder,19.841890790546046,3.094981980290991,11.0,29.0,17.897959183673468,21.489795918367346,3.591836734693878,3.061419367170265,0.006658878449527493,71.76120619396903,8.230533003683371,46.0,103.0,65.0,78.34693877551021,13.34693877551021,13.474295771843613,0.02930787552331401,119.39119804400978,10.53748016049106,87.0,154.0,109.2408163265306,128.24897959183673,19.008163265306123,19.48172630472353,0.042374608601899996,175.6960065199674,12.820038640155646,129.0,220.0,163.76326530612246,185.0,21.236734693877537,21.101566544284523,0.04589791526761183,362.87693561532194,19.53556965867876,293.0,425.0,344.58367346938775,374.6857142857143,30.102040816326564,29.289599643206977,0.06370766643438171,1227
pair_3091_binder,Binder,19.273838630806846,2.7687260066899637,11.0,30.0,17.420408163265307,20.485714285714284,3.065306122448977,4.3358951283419485,0.009430984509716033,70.82070089649552,6.296048242320281,52.0,90.0,67.96326530612245,71.81224489795919,3.8489795918367378,7.387215979229553,0.016067897725349754,119.13773431132844,7.373697329533376,93.0,144.0,114.47755102040816,121.10204081632654,6.624489795918379,10.909495631674936,0.02372919115100584,176.46210268948656,9.366615523722695,145.0,207.0,170.30204081632652,179.0448979591837,8.742857142857162,14.051774806272542,0.030563947376340505,368.50937245313776,14.027701148965404,317.0,412.0,362.32244897959185,368.0326530612245,5.710204081632639,12.72492692911128,0.02767792698012242,1227
pair_3099_binder,Binder,23.6519967400163,3.0406647130684905,12.0,36.0,22.89387755102041,25.224489795918366,2.3306122448979565,2.3661508565421334,0.005146603276872506,79.91687041564792,6.397045007402143,62.0,104.0,77.57142857142857,83.13877551020408,5.567346938775515,4.850250471874674,0.010549756328166779,129.760391198044,7.49319468552168,111.0,159.0,126.02857142857142,133.4326530612245,7.4040816326530745,5.822957399870983,0.012665486459751997,190.26650366748166,9.893477196397768,161.0,228.0,186.31428571428572,193.97142857142856,7.657142857142844,6.131121429083414,0.013335772548305402,392.66911165444174,14.971139291325821,346.0,447.0,383.8612244897959,397.65714285714284,13.795918367346928,13.775785860484387,0.029963645156029103,1227
pair_3100_binder,Binder,22.221678891605542,2.87581933918397,13.0,33.0,23.84081632653061,20.771428571428572,-3.0693877551020385,-3.930489077196307,-0.0085491877698669,73.35778321108394,5.974267911170117,58.0,102.0,77.36734693877551,71.29387755102042,-6.073469387755097,-7.5051965945382,-0.016324516790730187,122.70986145069274,7.060381714635138,103.0,158.0,127.59591836734694,119.98367346938775,-7.612244897959187,-9.439038570279461,-0.020530807113169052,179.20945395273023,9.276393887977864,154.0,231.0,186.27755102040817,175.31428571428572,-10.963265306122452,-13.632893447910616,-0.02965284056098014,368.46454767726163,13.289982741084422,328.0,439.0,375.27755102040817,362.9428571428571,-12.334693877551047,-16.14059874326035,-0.03510733821263807,1227
pair_3101_binder,Binder,21.99511002444988,2.7751914491763743,13.0,30.0,23.020408163265305,22.481632653061226,-0.5387755102040792,-0.40780325414333857,-0.0008870108844879573,74.49470252648737,5.898124214297952,57.0,96.0,74.55918367346939,75.96326530612245,1.4040816326530603,2.7934741922381607,0.006076072196276584,124.22575387123064,6.643958851758055,100.0,147.0,125.15510204081633,124.91836734693878,-0.2367346938775512,0.8553873354411746,0.0018605488535968966,182.54441727791362,8.231389285333943,157.0,209.0,184.10204081632654,183.16326530612244,-0.9387755102040956,-0.3067623424097869,-0.0006672372863725643,373.81336593317036,12.216675338043313,333.0,414.0,376.0612244897959,372.58775510204083,-3.473469387755074,-2.693046518480764,-0.005857632449115307,1227
pair_3103_binder,Binder,17.45639771801141,2.4251496190433732,10.0,26.0,16.722448979591835,17.644897959183673,0.922448979591838,0.917889824231661,0.0019964977144788705,67.12713936430318,6.270860298458105,47.0,87.0,61.02040816326531,70.26938775510204,9.248979591836736,9.90756034819175,0.021549886564854254,112.97799511002445,8.125864300740131,86.0,139.0,103.45714285714286,117.51020408163265,14.053061224489795,14.707573090799038,0.03199037105122141,167.360228198859,10.32332950846113,132.0,195.0,154.76734693877552,173.23265306122448,18.465306122448965,18.937290443840933,0.04119040879573886,354.02200488997556,15.990635143118446,300.0,397.0,332.68163265306123,364.63673469387754,31.955102040816314,32.57561542811181,0.07085506346516972,1227
pair_3104_binder,Binder,18.814995925020376,2.790279447082573,9.0,27.0,17.685714285714287,19.65714285714286,1.9714285714285715,2.1361229024473762,0.004646270587161233,68.48492257538712,6.365943865125103,51.0,95.0,65.33877551020409,69.91428571428571,4.575510204081624,6.126454449160981,0.013325621422862378,113.97473512632436,8.115919377509234,90.0,145.0,109.24897959183673,116.78775510204082,7.53877551020409,10.52583961835891,0.022894702813178708,168.60717196414018,9.750542036077952,142.0,204.0,163.62857142857143,170.66530612244898,7.036734693877548,10.203308299419417,0.022193166502271704,355.5004074979625,14.724825872704223,314.0,420.0,347.3387755102041,359.3469387755102,12.00816326530611,16.56897334405836,0.036039093733677786,1227
pair_3108_binder,Binder,20.06682966585167,2.877351625656698,12.0,30.0,18.65714285714286,21.718367346938777,3.0612244897959187,2.981268367273799,0.006484542397550405,69.41075794621027,6.588064211364701,48.0,92.0,64.86122448979592,75.55102040816327,10.689795918367352,9.313953951402878,0.020258736164008438,115.86226568867156,8.034548611762343,91.0,140.0,109.31428571428572,124.22448979591837,14.910204081632656,12.991016461855805,0.028256697035031652,171.96740016299918,10.191591529423864,139.0,200.0,163.83673469387756,182.88163265306122,19.044897959183658,16.68554430843481,0.0362926466741377,359.0154849225754,14.681644916782538,317.0,402.0,347.60816326530613,373.6734693877551,26.065306122448987,23.61917125267794,0.05137394508467196,1227
seq1_nb,False Positive,25.15240423797881,3.151757948228261,15.0,35.0,23.824489795918367,25.963265306122448,2.1387755102040806,1.67949156996886,0.0036530539857941497,89.4360228198859,7.264012274259154,66.0,112.0,83.90204081632653,93.59591836734694,9.693877551020407,9.666326863805418,0.021025180780435932,145.8353708231459,9.464330363573978,108.0,179.0,136.63673469387754,151.4938775510204,14.857142857142861,14.901603179280515,0.03241240495765204,213.5289323553382,12.159484976727208,169.0,256.0,201.9387755102041,220.08163265306123,18.14285714285714,18.584200759777957,0.04042240513274162,428.82966585167077,19.902644059436966,359.0,497.0,407.9428571428571,437.55510204081634,29.612244897959215,32.91208397378209,0.07158691457048848,1227
seq2_nb,False Positive,19.03667481662592,2.6315974852879043,11.0,29.0,18.64081632653061,19.97142857142857,1.33061224489796,1.5888119907934672,0.003455817271981438,76.40994295028524,7.503044679251752,56.0,99.0,69.97551020408163,80.87755102040816,10.902040816326533,13.706768713713439,0.029813526294102086,127.6479217603912,10.015143472657027,98.0,159.0,119.16326530612245,133.31428571428572,14.151020408163262,18.990427116268332,0.04130598611477613,188.28687856560717,12.021951490523925,154.0,225.0,178.95102040816326,193.67755102040817,14.726530612244915,20.438321798619015,0.04445529483114523,390.29339853300735,17.262260481820768,342.0,452.0,380.82448979591834,394.71020408163264,13.8857142857143,22.251594816944493,0.0483993361978129,1227
seq3_nb,False Positive,20.774246128769356,3.2567985662481216,9.0,31.0,22.624489795918368,21.277551020408165,-1.3469387755102034,-3.066062454704013,-0.006668977606751523,92.72045639771801,8.060443854399361,67.0,117.0,87.81224489795919,95.62448979591836,7.812244897959175,9.194930035121805,0.01999984781973205,152.60228198859005,13.162327809249215,112.0,191.0,139.58775510204083,158.59591836734694,19.00816326530611,24.530681809131668,0.053356567284680086,218.05134474327627,16.935511348832467,169.0,265.0,201.31836734693877,224.97551020408164,23.657142857142873,31.452864299196403,0.0684129729183174,434.05215973920133,29.749438048519206,352.0,513.0,402.9632653061224,448.53469387755104,45.57142857142861,63.003607750690875,0.13703884230710361,1227
seq4_nb,False Positive,24.84270578647107,2.88444133354692,16.0,36.0,24.416326530612245,25.13469387755102,0.7183673469387735,0.3580752291678279,0.0007788476980268154,86.86552567237163,7.427827791599888,67.0,110.0,85.53877551020408,90.83673469387755,5.29795918367347,4.6034341326664725,0.010012907303244086,138.8997555012225,9.432152520115132,112.0,170.0,137.88571428571427,143.66122448979593,5.775510204081655,4.221984183238698,0.009183217364303844,200.1361043194784,11.21931732130755,169.0,234.0,200.56326530612245,204.1265306122449,3.563265306122446,1.162492135422059,0.00252853101777499,400.24775876120617,16.142314345153903,354.0,455.0,395.51428571428573,407.8612244897959,12.346938775510182,9.546187969385876,0.020763867252606615,1227
seq5_nb,False Positive,23.80358598207009,3.309326454501034,14.0,35.0,23.416326530612245,25.016326530612243,1.5999999999999979,2.587880187634893,0.005628885671854035,90.5158924205379,13.033291961212635,56.0,119.0,74.85714285714286,95.71428571428571,20.857142857142847,31.647451876747127,0.06883621941652447,147.26079869600653,21.000185205402076,99.0,194.0,120.2734693877551,154.15510204081633,33.88163265306123,52.051583667163094,0.11321714772629281,212.6560717196414,26.77791884112447,158.0,281.0,177.6734693877551,220.18367346938774,42.51020408163265,65.18817645325454,0.14179048711964007,415.8516707416463,40.37506517136128,325.0,514.0,362.9673469387755,427.8489795918367,64.88163265306122,98.54791618550047,0.2143510955638945,1227
seq6_nb,False Positive,20.532192339038303,2.6001502060881094,13.0,32.0,19.975510204081633,20.99591836734694,1.020408163265305,0.9339375452959863,0.0020314030349015484,74.37734311328444,6.7858312847717155,54.0,98.0,72.11428571428571,75.42040816326531,3.3061224489795933,2.441419845018038,0.005310320489435648,122.51670741646292,8.525163266401169,95.0,152.0,119.60816326530612,124.38367346938776,4.775510204081641,3.400229366931341,0.007395822440307429,181.4710676446618,10.752673438019908,149.0,219.0,178.33469387755102,184.9061224489796,6.571428571428584,4.630512173172033,0.010071804618101213,380.24286878565607,16.717647174748976,328.0,439.0,379.46530612244896,386.27755102040817,6.812244897959204,4.044718587481977,0.008797647824865643,1227
seq7_nb,False Positive,25.356153219233903,4.078824103362809,13.0,43.0,22.759183673469387,26.085714285714285,3.3265306122448983,6.4201954397394125,0.013964536029884534,90.33496332518338,13.404719153242342,60.0,123.0,76.72244897959183,100.14693877551021,23.424489795918376,35.50676552806161,0.07723059386201546,144.78484107579462,20.83022532077926,103.0,199.0,123.14285714285714,162.5061224489796,39.36326530612246,58.920717090225644,0.12815816659102905,207.52241238793806,27.18061377164854,155.0,272.0,179.04897959183674,231.25714285714287,52.208163265306126,77.93332430731986,0.16951239653576905,409.2909535452323,42.03998494064405,331.0,507.0,367.49795918367346,444.4,76.90204081632652,116.50544348255455,0.253410426280706,1227
pair_0052_nb,False Positive,20.396903015484924,2.7865827429706873,11.0,29.0,20.791836734693877,20.00408163265306,-0.7877551020408156,0.1770027794812171,0.00038499788902929076,82.5762021189894,6.437184731797849,62.0,104.0,79.6,82.11020408163266,2.510204081632665,4.826071374529119,0.0104971644905473,137.88916055419722,8.299062006255664,110.0,163.0,131.41632653061225,139.56326530612245,8.146938775510193,11.954230147416034,0.026001588140111023,203.11002444987776,10.27384406152552,164.0,237.0,194.63673469387754,206.26122448979592,11.624489795918379,16.43188678193417,0.03574091741584376,409.4042379788101,15.18845210658607,355.0,452.0,398.42857142857144,412.68163265306123,14.253061224489784,20.231381856120027,0.04400518076371949,1227
pair_0091_nb,False Positive,21.58272208638957,3.1343658291531455,11.0,32.0,21.518367346938774,20.930612244897958,-0.5877551020408163,-1.0159043667322372,-0.0022096886715219964,84.68459657701712,7.794892005773215,62.0,114.0,85.18367346938776,85.13469387755102,-0.04897959183674061,-0.23764166195455963,-0.0005168932288299231,139.04726976365117,10.27365017016022,113.0,184.0,138.55510204081634,140.73469387755102,2.179591836734687,2.437238676998798,0.00530122605111212,206.90057049714753,13.313163317669613,173.0,271.0,205.4,209.9142857142857,4.514285714285705,6.258332470552626,0.013612468668956233,427.2575387123064,19.3393876175143,364.0,510.0,423.7469387755102,432.81632653061223,9.069387755102014,13.484856207640782,0.029330845476108286,1227
pair_0246_nb,False Positive,23.67807660961695,3.7730913892268476,14.0,38.0,20.33061224489796,23.493877551020407,3.1632653061224474,3.8523609662082,0.008379251693764432,82.20537897310514,8.042888525040276,59.0,111.0,74.63673469387756,83.86530612244898,9.228571428571428,10.637217970261933,0.02313696132737779,131.84515077424612,10.488110964088532,103.0,176.0,121.73877551020408,134.88163265306122,13.142857142857139,15.296369153333389,0.03327105851731024,192.07497962510186,13.171710995837142,157.0,245.0,179.74285714285713,196.64081632653063,16.897959183673493,18.764213980233016,0.040813951017363855,389.36837815810924,18.95594973125759,340.0,477.0,371.32244897959185,394.64897959183673,23.32653061224488,23.990108551085918,0.05218076900725592,1227
pair_0269_nb,False Positive,23.049714751426244,2.8718865215171507,14.0,35.0,23.118367346938776,22.183673469387756,-0.9346938775510196,-1.0284876914377643,-0.002237058600190896,78.28280358598207,6.666515920606036,58.0,97.0,75.89795918367346,73.82857142857142,-2.069387755102042,-0.8344257464380425,-0.0018149554028016148,127.26976365118175,8.078047779900741,103.0,158.0,123.98775510204082,121.31428571428572,-2.6734693877551052,-0.5366549063020205,-0.0011672754895095474,185.48492257538712,10.102589945578924,153.0,213.0,184.55510204081634,176.6734693877551,-7.881632653061246,-5.680797687216775,-0.012356275556752094,379.27302363488184,14.819411076266261,333.0,426.0,376.53061224489795,365.1877551020408,-11.342857142857156,-9.246362383823264,-0.020111718072481254,1227
pair_0272_nb,False Positive,22.922575387123064,3.4795531125273387,13.0,34.0,19.420408163265307,24.60816326530612,5.187755102040814,6.388856589919004,0.013896371049307243,76.71801140994295,6.568951688196405,55.0,95.0,70.57142857142857,80.03673469387755,9.465306122448979,12.301959972284829,0.026757933599314474,122.8875305623472,7.446986187333155,100.0,151.0,116.28979591836735,126.55918367346939,10.269387755102045,13.645094494397231,0.02967937899814516,181.2241238793806,8.398750534483158,153.0,208.0,176.31836734693877,184.54285714285714,8.224489795918373,12.167700676154597,0.026465906854061118,381.73838630806847,13.025366199580038,334.0,434.0,376.55918367346936,384.60816326530613,8.048979591836769,11.837834393889917,0.025748416299923697,1227
pair_0276_nb,False Positive,24.08557457212714,3.124946900272799,14.0,34.0,23.959183673469386,23.926530612244896,-0.03265306122449019,0.5286031713163909,0.0011497621997093874,83.78728606356968,7.072305668413582,60.0,105.0,78.24897959183673,85.55918367346939,7.310204081632662,10.869037853507804,0.023641191633513435,135.65281173594133,9.659318981915106,109.0,167.0,125.68979591836735,139.4857142857143,13.795918367346943,20.229964241058276,0.04400209731605932,200.06519967400163,13.726956211579498,160.0,238.0,184.93061224489796,205.64489795918368,20.714285714285722,30.846626792924663,0.0670943486523647,412.8834555827221,21.27351920857926,351.0,471.0,388.7142857142857,422.8122448979592,34.09795918367348,49.85872430572701,0.10844746994176618,1227
pair_0288_nb,False Positive,23.17848410757946,3.1927883259890883,14.0,33.0,24.375510204081632,24.39183673469388,0.01632653061224687,0.4482052834035501,0.0009748891428027186,78.00162999185004,6.042365827404803,58.0,98.0,78.04897959183674,81.13469387755102,3.0857142857142748,4.957463584017584,0.010782955049521661,125.98125509372453,7.580406738025362,105.0,151.0,123.82040816326531,131.4612244897959,7.640816326530597,10.04222581492956,0.021842796769830464,186.42950285248574,9.896063445480962,159.0,219.0,182.02857142857144,193.4,11.371428571428567,15.368882552981379,0.03342878206194969,390.6748166259169,14.554600340186036,350.0,433.0,382.0612244897959,399.0530612244898,16.99183673469389,21.61869340490432,0.04702271539946561,1227
pair_0351_nb,False Positive,22.074979625101875,2.9396402535490225,13.0,32.0,22.555102040816326,23.33469387755102,0.7795918367346957,0.9647029777880425,0.00209832077822304,83.18255908720457,6.661761037273804,60.0,104.0,80.52244897959184,86.29795918367347,5.775510204081627,7.614098102147923,0.0165613879328938,134.27465362673186,8.486839215865384,106.0,165.0,129.82857142857142,139.0448979591837,9.216326530612264,12.597484927884803,0.02740072850002133,194.74490627546862,10.471335331371188,157.0,230.0,189.77142857142857,201.0081632653061,11.236734693877537,15.215190780723624,0.033094487831916514,401.91361043194786,16.05377177448574,344.0,456.0,390.51428571428573,410.0204081632653,19.506122448979568,24.74779194507936,0.05382880249065662,1227
pair_0502_nb,False Positive,18.442542787286065,2.8351472116808907,9.0,27.0,19.240816326530613,17.726530612244897,-1.514285714285716,-2.2251539068037554,-0.004839921493863525,73.32273838630807,5.496104836824079,55.0,98.0,74.26938775510204,74.48979591836735,0.22040816326530432,0.28138066150060115,0.0006120297150638425,122.54034229828851,6.069466990492951,98.0,144.0,121.16734693877551,125.14693877551021,3.9795918367346985,3.5010950678145623,0.00761521493815022,180.97147514262429,7.935148801094463,158.0,206.0,178.54285714285714,183.6,5.05714285714285,2.724154408543916,0.005925295070242346,378.2868785656072,12.91994720004383,339.0,418.0,371.7061224489796,379.85714285714283,8.15102040816322,2.2126581875233913,0.0048127421153309246,1227
pair_0506_nb,False Positive,27.047269763651183,3.444431192191393,15.0,38.0,25.09795918367347,28.2,3.1020408163265287,3.076702531796787,0.006692120786942441,83.12632436837816,6.626821825002325,56.0,104.0,79.20816326530613,85.33877551020409,6.130612244897961,5.393507641582316,0.011731392368857669,132.97392013039934,8.395635020864342,105.0,165.0,128.66938775510204,135.31836734693877,6.648979591836735,5.490869125458931,0.01194316286124836,193.28280358598207,10.33012019169915,154.0,229.0,189.57142857142858,194.08163265306123,4.510204081632651,2.873434053025174,0.0062499925025017375,390.4237978810106,14.907200720955663,339.0,442.0,385.7755102040816,390.1224489795918,4.346938775510182,1.3472838336133874,0.002930470546195559,1227
pair_0647_nb,False Positive,21.595762021189895,3.467099758521829,12.0,31.0,17.8734693877551,21.506122448979593,3.6326530612244916,2.4840518305551784,0.005403049114856289,76.1083944580277,6.8477792839953935,53.0,99.0,68.7265306122449,77.2734693877551,8.546938775510199,7.948376512189099,0.017288475284805004,126.50285248573758,9.095380667324322,97.0,153.0,114.76326530612245,128.86938775510205,14.106122448979605,16.104776088497392,0.035029420529630026,185.31540342298288,11.702399773233344,145.0,219.0,170.68163265306123,188.35102040816327,17.669387755102036,21.573043014263764,0.046923421455712364,379.72697636511816,18.088290598915158,319.0,428.0,359.5795918367347,385.41632653061225,25.83673469387753,34.68531334867755,0.07544385720212628,1227
pair_0777_nb,False Positive,20.906275468622656,2.9364668488012744,13.0,32.0,19.718367346938777,22.248979591836736,2.5306122448979593,1.8952955886686378,0.004122448262465768,70.00733496332518,5.819124666733354,50.0,88.0,67.88979591836734,72.62040816326531,4.730612244897969,2.3060774272675864,0.0050159378515880065,116.07742461287694,6.971805172909751,97.0,139.0,113.37142857142857,118.44489795918368,5.073469387755111,1.960243065234185,0.004263715204424544,173.99022004889974,8.808007518564912,145.0,201.0,170.22040816326532,176.0408163265306,5.820408163265284,2.3121699863813396,0.005029189747430863,364.7277913610432,13.831359497672736,325.0,407.0,358.1591836734694,369.43265306122447,11.273469387755085,6.519101964750761,0.014179667133769995,1227
pair_0827_nb,False Positive,16.815810920945395,2.8284809018283776,8.0,28.0,17.008163265306123,19.681632653061225,2.6734693877551017,2.869005996989559,0.006240361059248633,64.94702526487367,6.626707259051149,46.0,89.0,65.30204081632652,72.42040816326531,7.118367346938783,7.435168003313078,0.01617219794086586,110.57049714751426,7.401548990765772,90.0,135.0,111.04489795918367,118.77142857142857,7.7265306122449005,8.928306905696742,0.01941991714126534,167.06927465362674,8.893791120819484,142.0,196.0,167.40408163265306,176.11836734693878,8.714285714285722,10.92608491354937,0.02376527441772566,358.93887530562347,12.606721782679497,320.0,402.0,360.68979591836734,366.9020408163265,6.212244897959181,8.575703033536948,0.018652970165387625,1227
pair_1824_nb,False Positive,19.14832925835371,3.0396730289700207,10.0,28.0,16.8734693877551,20.759183673469387,3.885714285714286,4.56950694073891,0.009939112432276048,67.66585167074165,6.368921535077248,48.0,94.0,63.21224489795918,69.11836734693877,5.906122448979588,6.3393834170894285,0.01378876219051534,113.7155664221679,7.926605703571954,91.0,147.0,108.56326530612245,115.15918367346939,6.59591836734694,7.7346909519524045,0.01682368885688398,170.54197229013855,10.00426104926578,145.0,213.0,164.5673469387755,171.83265306122448,7.265306122448976,8.46238939815073,0.018406502225450205,358.0089649551752,16.20993339960016,317.0,442.0,347.68163265306123,360.64489795918365,12.963265306122423,13.568782204948917,0.029513392506686043,1227
pair_1939_nb,False Positive,19.49796251018745,2.8354412178671606,11.0,30.0,20.057142857142857,20.787755102040816,0.7306122448979586,0.13496013953155098,0.0002935511463437739,67.4759576202119,5.815419513290797,52.0,92.0,67.19183673469388,72.31428571428572,5.122448979591837,3.8669512515629596,0.008410986952828624,112.0081499592502,6.979648988332587,89.0,137.0,110.48163265306123,118.68163265306123,8.200000000000003,6.461481487380836,0.014054337112301982,169.18907905460472,8.896678210317571,142.0,200.0,166.60408163265305,178.0122448979592,11.408163265306143,9.915755437509452,0.02156771166396837,360.4083129584352,14.896065763499447,316.0,412.0,354.8612244897959,375.73061224489794,20.869387755102025,25.150307017194564,0.05470431107600773,1227
pair_0822_nb,False Positive,19.614506927465364,2.7919814419514677,10.0,29.0,17.90612244897959,19.440816326530612,1.534693877551021,1.8978759666462248,0.0041280608301168574,69.61776691116545,6.364232052497869,51.0,92.0,65.13877551020408,68.2530612244898,3.114285714285714,3.8008171196929026,0.00826713892265993,116.1002444987775,8.490690521453034,91.0,142.0,108.07755102040817,114.06530612244897,5.987755102040808,7.199039525975001,0.015658596032572067,172.22982885085574,10.646394305427979,142.0,208.0,163.27755102040817,168.35102040816327,5.073469387755097,6.7954015115917885,0.014780644940928315,361.2078239608802,16.133105795221734,322.0,416.0,349.1061224489796,353.265306122449,4.159183673469386,8.436290945581103,0.01834973560757172,1227
pair_0865_nb,False Positive,20.89405052974735,3.3877658226094063,10.0,31.0,19.220408163265308,20.00408163265306,0.7836734693877538,2.7007796882839683,0.005874452829328917,76.02770986145069,7.6400831347170355,56.0,104.0,69.6938775510204,81.41224489795918,11.718367346938777,16.44313213287353,0.035765377124249126,124.77832110839446,10.88188431046196,100.0,152.0,114.39591836734694,135.97551020408164,21.579591836734707,29.134123905927705,0.06336949191066384,183.90301548492258,14.191824122270035,149.0,229.0,170.8530612244898,198.57551020408164,27.72244897959183,38.03241400731106,0.08272411964613609,383.23471882640587,24.258227768923962,334.0,443.0,362.0734693877551,412.0897959183674,50.016326530612275,68.14526572318282,0.14822243767957102,1227
