seq_id,seq_type,hydration_count_pocket_3A_mean,hydration_count_pocket_3A_std,hydration_count_pocket_3A_min,hydration_count_pocket_3A_max,hydration_count_pocket_3A_early20_mean,hydration_count_pocket_3A_late20_mean,hydration_count_pocket_3A_drift20,hydration_count_pocket_3A_slope,hydration_count_pocket_3A_slope_per_ns,hydration_count_pocket_4A_mean,hydration_count_pocket_4A_std,hydration_count_pocket_4A_min,hydration_count_pocket_4A_max,hydration_count_pocket_4A_early20_mean,hydration_count_pocket_4A_late20_mean,hydration_count_pocket_4A_drift20,hydration_count_pocket_4A_slope,hydration_count_pocket_4A_slope_per_ns,hydration_count_pocket_5A_mean,hydration_count_pocket_5A_std,hydration_count_pocket_5A_min,hydration_count_pocket_5A_max,hydration_count_pocket_5A_early20_mean,hydration_count_pocket_5A_late20_mean,hydration_count_pocket_5A_drift20,hydration_count_pocket_5A_slope,hydration_count_pocket_5A_slope_per_ns,hydration_count_pocket_6A_mean,hydration_count_pocket_6A_std,hydration_count_pocket_6A_min,hydration_count_pocket_6A_max,hydration_count_pocket_6A_early20_mean,hydration_count_pocket_6A_late20_mean,hydration_count_pocket_6A_drift20,hydration_count_pocket_6A_slope,hydration_count_pocket_6A_slope_per_ns,hydration_count_pocket_8A_mean,hydration_count_pocket_8A_std,hydration_count_pocket_8A_min,hydration_count_pocket_8A_max,hydration_count_pocket_8A_early20_mean,hydration_count_pocket_8A_late20_mean,hydration_count_pocket_8A_drift20,hydration_count_pocket_8A_slope,hydration_count_pocket_8A_slope_per_ns,n_frames
pair_3098_binder,Binder,21.938875305623473,3.425825458434197,12.0,32.0,19.76326530612245,24.13877551020408,4.375510204081632,6.036746493791958,0.01313049808328866,78.8720456397718,8.62545422615725,55.0,103.0,70.36734693877551,84.55510204081632,14.18775510204081,18.69557114755143,0.04066464632420104,128.28198859005704,11.318837460494011,98.0,159.0,116.56326530612245,135.51020408163265,18.946938775510205,24.22975717368971,0.05270202756648113,187.7481662591687,13.113857349521721,150.0,228.0,174.73877551020408,194.49795918367346,19.75918367346938,25.277263206517834,0.05498045286898933,383.7473512632437,17.002029671530213,336.0,435.0,367.27755102040817,389.0244897959184,21.746938775510216,25.707111171284534,0.055915413096866845,1227
pair_3059_nb,False Positive,24.167889160554196,3.439951151181502,12.0,34.0,21.885714285714286,25.151020408163266,3.2653061224489797,3.225496364374854,0.007015761532082339,78.6919315403423,7.343229789031158,54.0,102.0,73.22448979591837,81.71020408163265,8.48571428571428,8.694137604230546,0.01891057662692886,127.33659331703342,9.419326183646278,98.0,159.0,119.13469387755102,132.42857142857142,13.293877551020401,14.96837444151541,0.032557638806993826,184.9837000814996,12.307976555059488,141.0,233.0,174.33877551020407,192.7265306122449,18.387755102040813,21.023287114834787,0.045727650059455734,376.1287693561532,19.317019248161582,311.0,456.0,358.64489795918365,388.0734693877551,29.428571428571445,32.58983936350677,0.07088600187820938,1227
pair_3062_binder,Binder,18.730236348818256,2.772214598974986,11.0,28.0,17.09387755102041,19.946938775510205,2.853061224489796,3.8944832474534703,0.008470871663846588,66.94702526487367,5.625761318919831,45.0,83.0,64.2,68.43265306122449,4.232653061224482,4.929119246911911,0.010721303419057984,111.63488182559087,7.1185345882763205,87.0,130.0,107.17959183673469,113.15918367346939,5.9795918367346985,6.567404410534942,0.014284729549831322,165.0236348818256,8.353942628949568,130.0,191.0,161.06938775510204,166.73061224489797,5.661224489795927,6.211614886550979,0.013510853478088032,348.1279543602282,12.124151006344688,298.0,388.0,343.7673469387755,350.0816326530612,6.314285714285688,7.6607440089835395,0.016662847219105027,1227
pair_3063_binder,Binder,23.176854115729423,2.996414953381759,13.0,33.0,21.718367346938777,24.387755102040817,2.66938775510204,3.6133096533214406,0.007859292340014007,80.06927465362674,6.692641633996983,57.0,101.0,76.5265306122449,81.9795918367347,5.453061224489801,5.743610777060119,0.012492900004480958,132.1556642216789,8.426452901630071,107.0,167.0,127.51428571428572,135.48979591836735,7.97551020408163,8.093546665817158,0.017604234183397845,194.77180114099428,11.189779665593514,158.0,239.0,187.0,200.83673469387756,13.83673469387756,14.456535762923789,0.03144434097427687,402.33414832925837,18.698024929256487,343.0,474.0,388.43673469387755,417.18367346938777,28.746938775510216,26.560881788424933,0.05777244543431199,1227
pair_3066_binder,Binder,17.773431132844337,2.7856036139104705,10.0,27.0,17.951020408163266,19.220408163265308,1.2693877551020414,0.15435279501127014,0.0003357320174252726,67.63406682966585,6.4075581902393965,48.0,95.0,67.05714285714286,70.19591836734693,3.13877551020407,0.32762836185818917,0.0007126228642918769,114.77424612876936,7.848320964008198,88.0,138.0,112.56734693877551,118.12244897959184,5.5551020408163225,2.651330407843077,0.005766895938756008,171.68622656886717,9.966455442657427,137.0,206.0,169.02448979591836,175.02448979591836,6.0,1.3129265786895783,0.0028557402472856584,364.1401792991035,14.989588594321743,313.0,412.0,362.2081632653061,363.8530612244898,1.6448979591837087,-8.222031968016056,-0.017883701942394897,1227
pair_3067_binder,Binder,20.61369193154034,2.850083282151554,11.0,32.0,21.816326530612244,20.33877551020408,-1.477551020408164,-1.742678973901548,-0.0037904926022872152,76.36756316218418,5.784871158687992,56.0,95.0,77.21632653061225,74.13469387755102,-3.0816326530612344,-4.041317904159663,-0.008790251015029178,127.06845965770171,6.491060204814066,109.0,150.0,128.4938775510204,124.33469387755102,-4.159183673469386,-4.860412701193823,-0.010571860143977865,186.6202118989405,8.373465811863694,160.0,225.0,187.62448979591838,182.84489795918367,-4.77959183673471,-6.638197558197876,-0.014438711382703376,382.48655256723714,12.855682170652305,343.0,434.0,383.55102040816325,373.68979591836734,-9.861224489795916,-13.165685751375799,-0.02863661936133943,1227
pair_3068_binder,Binder,20.709046454767726,2.779469730719697,11.0,31.0,19.942857142857143,21.322448979591837,1.3795918367346935,2.2255361850226585,0.00484075298536739,75.79625101874491,5.86572536958548,55.0,95.0,74.89387755102041,76.10204081632654,1.2081632653061263,1.828747322061436,0.003977699449834546,124.78565607171964,6.638200894981797,105.0,145.0,124.52244897959184,124.81632653061224,0.29387755102040103,1.5740226021996928,0.0034236489444256493,181.59902200488997,8.292960989749735,158.0,214.0,183.71836734693878,180.55102040816325,-3.1673469387755233,-1.9745386777952099,-0.004294809522121174,369.05623471882643,12.495316801741238,328.0,414.0,374.56734693877553,365.48979591836735,-9.07755102040818,-9.24015832689566,-0.020098223658283117,1227
pair_3071_binder,Binder,18.003259983700083,3.1249432868614444,9.0,27.0,15.742857142857142,19.620408163265306,3.8775510204081645,5.451900639519603,0.01185840269607309,67.07253463732681,6.628735475142412,44.0,91.0,60.75918367346939,69.64897959183673,8.889795918367348,10.05610729275344,0.021872990305064576,111.59250203748981,8.700778474512887,86.0,140.0,102.16326530612245,116.47755102040816,14.314285714285703,16.168576730406244,0.035168192997077234,165.79869600651998,10.889654658284606,134.0,198.0,154.3673469387755,173.10204081632654,18.734693877551024,21.234933857904007,0.046188001866022836,351.6519967400163,15.91010818529519,303.0,401.0,335.68979591836734,361.3265306122449,25.636734693877543,30.036778350310193,0.06533285122416575,1227
pair_3072_binder,Binder,20.4841075794621,2.6911730653460886,12.0,31.0,20.20408163265306,20.346938775510203,0.14285714285714235,0.0941758320524358,0.00020484139652514574,69.76528117359413,5.221296820461711,54.0,87.0,70.35102040816327,69.13061224489796,-1.2204081632653043,-1.4139913828118156,-0.0030755658136200426,117.57375713121435,5.983682986763589,100.0,136.0,117.78775510204082,116.88163265306123,-0.9061224489795876,-0.9598687511448443,-0.0020878058752470774,174.24123879380602,7.696493836370909,150.0,201.0,174.9918367346939,174.68571428571428,-0.3061224489796075,0.38367194157514556,0.0008345229833064613,364.4995925020375,11.821090575451684,324.0,407.0,366.36326530612246,365.0571428571429,-1.306122448979579,-0.12389796357207054,-0.0002694898609506772,1227
pair_3073_binder,Binder,20.208638956805217,2.879626383198283,12.0,30.0,19.885714285714286,20.26938775510204,0.38367346938775526,1.031338849820409,0.0022432601409905564,74.84759576202119,6.8698756798177625,54.0,99.0,73.4530612244898,72.93877551020408,-0.5142857142857196,0.0036953561160535517,8.037751204034456e-06,123.27791361043195,8.241180683231107,95.0,156.0,121.93061224489796,120.24489795918367,-1.6857142857142833,-1.1085988706864232,-0.002411308038469666,181.1711491442543,9.83399533692382,149.0,219.0,180.22857142857143,177.47755102040816,-2.7510204081632708,-2.3074392934224255,-0.0050189000400705265,375.079869600652,14.334636493681272,334.0,425.0,373.9142857142857,369.869387755102,-4.044897959183686,-4.336452617411181,-0.009432197101492503,1227
pair_3075_binder,Binder,20.162999185004075,2.694344973341417,12.0,30.0,18.693877551020407,20.13877551020408,1.444897959183674,1.5969991159816177,0.003473625048355887,68.57538712306439,5.803757367883505,51.0,90.0,65.35918367346939,69.41632653061224,4.05714285714285,4.152393619139397,0.009031851265121035,114.56968215158925,6.655989341375279,97.0,143.0,110.64897959183673,115.22857142857143,4.579591836734693,5.153309494038847,0.011208938540595645,170.3520782396088,8.357531396994167,145.0,199.0,164.75918367346938,170.75918367346938,6.0,6.353304715561115,0.01381904233944777,358.4963325183374,13.2749966731381,322.0,399.0,348.0367346938776,360.0897959183674,12.053061224489795,11.606277326919557,0.025244757644196963,1227
pair_3076_binder,Binder,22.594947025264872,2.855339822594003,14.0,33.0,22.0,23.2,1.1999999999999993,1.8147384181645867,0.003947228750765822,74.2958435207824,5.908126322601008,56.0,96.0,72.6,75.15510204081633,2.5551020408163367,3.8109554566233683,0.00828919077025202,122.1638141809291,6.831304886060852,101.0,143.0,118.75102040816327,124.17142857142858,5.420408163265307,7.4643645022817235,0.01623570310447357,179.0480847595762,8.391314007566509,151.0,206.0,175.59591836734694,182.0612244897959,6.465306122448965,9.17532234814396,0.019957199234679632,369.9796251018745,12.438487298768258,332.0,410.0,364.27755102040817,373.74285714285713,9.465306122448965,13.28592021535006,0.02889814076204472,1227
pair_3077_binder,Binder,19.318663406682965,2.6277316454770205,12.0,27.0,18.6,20.244897959183675,1.6448979591836732,2.2742049807666267,0.004946612247453241,66.78891605541972,5.599826029020946,49.0,86.0,65.48163265306123,68.93469387755103,3.453061224489801,5.022626092081266,0.010924689705451367,111.86226568867156,6.637163091634833,91.0,131.0,109.19591836734693,115.02448979591837,5.828571428571436,7.707899620111022,0.016765415160654745,165.85737571312143,8.07947689032835,135.0,190.0,163.08979591836734,168.24081632653062,5.151020408163276,6.273432460199262,0.013645312583358916,352.90709046454765,12.983451579799052,310.0,392.0,347.50204081632654,358.66938775510204,11.167346938775495,15.594139993469414,0.033918738430602315,1227
